測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/1/11,14,,0.006,0.011,0.017,,0.036,,,,0.004,3,,SW,1.2,10.4,25.6
13113010,2023/1/11,15,,0.007,0.013,0.02,,0.035,,,,0.003,7,,WSW,0.9,10.2,25.5
13113010,2023/1/11,16,,0.007,0.02,0.027,,0.031,,,,0.007,6,,S,0.3,10,25
13113010,2023/1/11,17,,0.004,0.02,0.024,,0.03,,,,0.009,8,,SSW,0.5,9.6,28.3
13113010,2023/1/11,18,,0.003,0.023,0.026,,0.026,,,,0.008,9,,WSW,0.3,9,30.9
13113010,2023/1/11,19,,0.004,0.031,0.035,,0.017,,,,0.009,9,,W,0.6,8.9,33
13113010,2023/1/11,20,,0.005,0.039,0.044,,0.008,,,,0.015,15,,W,0.4,7.6,38.7
13113010,2023/1/11,21,,0.005,0.044,0.049,,0.005,,,,0.016,16,,W,1.7,7.3,39.5
13113010,2023/1/11,22,,0.002,0.033,0.035,,0.012,,,,0.009,11,,S,0.3,6.6,41.6
13113010,2023/1/11,23,,0.003,0.02,0.023,,0.022,,,,0.006,6,,SE,0.4,6.3,41.5
13113010,2023/1/11,24,,0.001,0.013,0.014,,0.026,,,,0.006,5,,WSW,0.6,5.4,45.4
13113010,2023/1/12,1,,-,-,-,,-,,,,0.003,5,,SSW,0.5,5,47.1
13113010,2023/1/12,2,,0,0.015,0.015,,0.022,,,,0.005,6,,SSW,0.4,4.8,48.4
13113010,2023/1/12,3,,0,0.012,0.012,,0.024,,,,0.004,7,,S,1.3,4.2,49.5
13113010,2023/1/12,4,,0,0.011,0.011,,0.023,,,,0.008,8,,S,1,4.1,50.5
13113010,2023/1/12,5,,0,0.012,0.012,,0.022,,,,0.005,4,,S,0.8,3.9,51.7
13113010,2023/1/12,6,,0,0.011,0.011,,0.021,,,,0.004,6,,SSE,0.5,3.4,52.3
13113010,2023/1/12,7,,0,0.011,0.011,,0.021,,,,0.005,6,,SW,0.5,3.6,51.3
13113010,2023/1/12,8,,0.001,0.012,0.013,,0.022,,,,0.006,5,,S,1.1,4,49.1
13113010,2023/1/12,9,,0.002,0.012,0.014,,0.023,,,,0.007,5,,SSE,0.4,4.7,48.6
13113010,2023/1/12,10,,0.008,0.022,0.03,,0.018,,,,0.006,4,,SW,0.7,5.3,47.9
13113010,2023/1/12,11,,0.008,0.022,0.03,,0.021,,,,0.004,5,,SE,0.9,6.3,43.5
13113010,2023/1/12,12,,0.006,0.017,0.023,,0.025,,,,0.011,5,,SSE,0.9,7,44.1
13113010,2023/1/12,13,,0.006,0.02,0.026,,0.023,,,,0.012,15,,SSE,0.6,7.2,48.9
13113010,2023/1/12,14,,0.008,0.021,0.029,,0.024,,,,0.011,12,,SE,0.7,8.1,51.3
13113010,2023/1/12,15,,0.007,0.024,0.031,,0.023,,,,0.015,16,,SSW,0.7,8.3,58.6
13113010,2023/1/12,16,,0.005,0.026,0.031,,0.023,,,,0.014,17,,S,0.6,8,60.1
13113010,2023/1/12,17,,0.006,0.033,0.039,,0.016,,,,0.016,20,,SSW,1,7.8,60.7
13113010,2023/1/12,18,,0.004,0.03,0.034,,0.016,,,,0.019,25,,SSW,0.5,7.6,63.3
13113010,2023/1/12,19,,0.003,0.029,0.032,,0.014,,,,0.022,25,,SSW,0.5,7,63.8
13113010,2023/1/12,20,,0.001,0.02,0.021,,0.018,,,,0.022,26,,S,0.5,7,68.8
13113010,2023/1/12,21,,0.001,0.024,0.025,,0.015,,,,0.024,26,,SSW,0.7,6.6,68.7
13113010,2023/1/12,22,,0.001,0.018,0.019,,0.021,,,,0.022,25,,W,1.2,6.6,69.5
13113010,2023/1/12,23,,0.001,0.021,0.022,,0.018,,,,0.021,26,,SSW,0.5,6.4,68.5
13113010,2023/1/12,24,,0.001,0.016,0.017,,0.023,,,,0.018,21,,S,0.7,6.2,65.6
13113010,2023/1/13,1,,0,0.011,0.011,,0.026,,,,0.017,18,,SSW,0.9,6,63.5
13113010,2023/1/13,2,,0,0.01,0.01,,0.027,,,,0.015,15,,SW,0.6,5.7,62.7
13113010,2023/1/13,3,,0,0.01,0.01,,0.026,,,,0.013,15,,SSW,0.4,5.1,62.6
13113010,2023/1/13,4,,0,0.01,0.01,,0.023,,,,0.015,16,,WSW,0.7,4.4,63.8
13113010,2023/1/13,5,,0,0.009,0.009,,0.022,,,,0.011,15,,W,1.3,4,64
13113010,2023/1/13,6,,0,0.011,0.011,,0.019,,,,0.013,12,,WSW,1,3.9,64.2
13113010,2023/1/13,7,,0.001,0.015,0.016,,0.016,,,,0.014,14,,WSW,0.5,3.7,65.1
13113010,2023/1/13,8,,0.005,0.022,0.027,,0.011,,,,0.012,14,,SW,0.4,4.3,63
13113010,2023/1/13,9,,0.007,0.022,0.029,,0.017,,,,0.011,5,,W,2.6,6.5,45.6
13113010,2023/1/13,10,,0.012,0.025,0.037,,0.023,,,,0.009,6,,W,1.1,9,36.3
13113010,2023/1/13,11,,0.01,0.02,0.03,,0.03,,,,0.007,7,,W,2.3,10.3,33.3
13113010,2023/1/13,12,,0.009,0.018,0.027,,0.033,,,,0.005,6,,W,3.1,11.6,29.8
13113010,2023/1/13,13,,0.005,0.011,0.016,,0.039,,,,0.004,6,,W,3.7,11.8,32.3
13113010,2023/1/13,14,,0.003,0.009,0.012,,0.041,,,,0.005,1,,S,2.1,11.8,31.5
13113010,2023/1/13,15,,0.003,0.01,0.013,,0.039,,,,0.003,4,,SE,1.2,11.1,35.4
13113010,2023/1/13,16,,0.003,0.011,0.014,,0.038,,,,0.005,1,,S,1.4,10.2,36.6
13113010,2023/1/13,17,,0.002,0.011,0.013,,0.038,,,,0.004,1,,SSE,1.2,9.2,34.8
13113010,2023/1/13,18,,0.003,0.013,0.016,,0.037,,,,0.005,2,,SE,1.1,8.4,33.6
13113010,2023/1/13,19,,0.002,0.011,0.013,,0.038,,,,0.003,3,,ESE,0.6,7.8,36.1
13113010,2023/1/13,20,,0.001,0.009,0.01,,0.038,,,,0.006,6,,E,0.8,7.3,38.2
13113010,2023/1/13,21,,0,0.006,0.006,,0.038,,,,0.005,4,,ESE,0.6,6.7,41.7
13113010,2023/1/13,22,,0,0.007,0.007,,0.036,,,,0.004,5,,S,0.7,6.4,43.2
13113010,2023/1/13,23,,0,0.009,0.009,,0.035,,,,0.007,3,,S,0.7,6.4,42
13113010,2023/1/13,24,,0,0.011,0.011,,0.032,,,,0.006,6,,S,0.8,5.9,44.5
13113010,2023/1/14,1,,0,0.009,0.009,,0.033,,,,0.006,3,,SSW,0.7,5.8,45.3
13113010,2023/1/14,2,,0,0.01,0.01,,0.031,,,,0.004,4,,SW,0.3,5.4,46.3
13113010,2023/1/14,3,,0,0.012,0.012,,0.028,,,,0.005,5,,WNW,0.4,5.6,44.2
13113010,2023/1/14,4,,0,0.021,0.021,,0.017,,,,0.007,7,,W,0.6,4.7,52
13113010,2023/1/14,5,,0.001,0.034,0.035,,0.006,,,,0.011,7,,WSW,0.9,3.9,53.3
13113010,2023/1/14,6,,0.001,0.022,0.023,,0.015,,,,0.007,6,,W,0.7,4.1,53.3
13113010,2023/1/14,7,,0.002,0.032,0.034,,0.008,,,,0.006,8,,W,0.4,5.6,48.3
13113010,2023/1/14,8,,0.02,0.037,0.057,,0.007,,,,0.009,10,,W,0.6,4.6,54.8
13113010,2023/1/14,9,,0.049,0.046,0.095,,0.005,,,,0.014,10,,W,1.6,5.7,49.7
13113010,2023/1/14,10,,0.074,0.052,0.126,,0.006,,,,0.016,17,,W,1.5,6.4,47.6
13113010,2023/1/14,11,,0.056,0.051,0.107,,0.01,,,,0.017,16,,W,1.5,8.2,43.6
13113010,2023/1/14,12,,0.039,0.047,0.086,,0.016,,,,0.012,14,,WSW,1.1,10.6,40.7
13113010,2023/1/14,13,,0.021,0.036,0.057,,0.023,,,,0.014,12,,WSW,0.5,12.1,38.2
13113010,2023/1/14,14,,0.011,0.026,0.037,,0.029,,,,0.012,10,,SSE,0.5,12.3,34.6
13113010,2023/1/14,15,,0.015,0.037,0.052,,0.021,,,,0.016,19,,ENE,1.7,11.8,39.2
13113010,2023/1/14,16,,0.016,0.047,0.063,,0.014,,,,0.016,16,,ENE,1.3,11.3,35.5
13113010,2023/1/14,17,,0.003,0.036,0.039,,0.021,,,,0.01,10,,ENE,1.2,11.4,36
13113010,2023/1/14,18,,0.005,0.049,0.054,,0.009,,,,0.015,15,,WNW,0.7,10.9,44.5
13113010,2023/1/14,19,,0.007,0.052,0.059,,0.009,,,,0.018,19,,NW,0.5,11.1,46
13113010,2023/1/14,20,,0.025,0.063,0.088,,0.007,,,,0.02,19,,WNW,0.8,9.2,51.3
13113010,2023/1/14,21,,0.039,0.064,0.103,,0.002,,,,0.025,24,,W,0.7,9.1,49
13113010,2023/1/14,22,,0.03,0.06,0.09,,0.002,,,,0.023,23,,W,1,8.2,50.6
13113010,2023/1/14,23,,0.019,0.055,0.074,,0.002,,,,0.019,18,,WSW,0.6,7.8,51.1
13113010,2023/1/14,24,,0.017,0.052,0.069,,0.001,,,,0.015,18,,WSW,0.7,6.9,53.6
13113010,2023/1/15,1,,0.023,0.05,0.073,,0.001,,,,0.014,15,,W,0.5,6.4,57.4
13113010,2023/1/15,2,,0.022,0.047,0.069,,0.001,,,,0.016,16,,W,0.6,6.6,57.4
13113010,2023/1/15,3,,0.021,0.045,0.066,,0.001,,,,0.015,16,,SSE,0.4,6.6,56.9
13113010,2023/1/15,4,,0.028,0.044,0.072,,0.001,,,,0.016,17,,ENE,0.6,7.5,57
13113010,2023/1/15,5,,0.028,0.042,0.07,,0.001,,,,0.013,18,,W,0.5,5.1,63.2
13113010,2023/1/15,6,,0.025,0.041,0.066,,0.001,,,,0.013,15,,CALM,0.2,5.7,61.9
13113010,2023/1/15,7,,0.036,0.042,0.078,,0.001,,,,0.013,14,,CALM,0.2,6.7,61.4
13113010,2023/1/15,8,,0.032,0.04,0.072,,0.006,,,,0.014,14,,NW,0.5,7,49.8
13113010,2023/1/15,9,,0.023,0.039,0.062,,0.011,,,,0.018,14,,WSW,0.8,8.3,48.6
13113010,2023/1/15,10,,-,-,-,,-,,,,-,-,,W,1.1,9.8,47.3
13113010,2023/1/15,11,,0.017,0.031,0.048,,0.02,,,,0.023,19,,W,1.7,12.1,41.1
13113010,2023/1/15,12,,0.004,0.015,0.019,,0.039,,,,0.021,18,,W,1.7,13.4,38.1
13113010,2023/1/15,13,,0.002,0.009,0.011,,0.047,,,,0.016,15,,W,1.7,14.1,36.4
13113010,2023/1/15,14,,0.011,0.03,0.041,,0.036,,,,0.015,15,,W,1.8,14.1,33.8
13113010,2023/1/15,15,,0.024,0.057,0.081,,0.018,,,,0.022,18,,S,0.7,13.1,36.2
13113010,2023/1/15,16,,0.009,0.033,0.042,,0.029,,,,0.011,13,,SW,1.4,11.7,38.2
13113010,2023/1/15,17,,0.006,0.022,0.028,,0.031,,,,0.008,5,,SE,1,10.4,37.4
13113010,2023/1/15,18,,0.006,0.019,0.025,,0.031,,,,0.004,5,,SW,1.4,9.7,37.5
13113010,2023/1/15,19,,0.006,0.018,0.024,,0.03,,,,0.006,4,,SW,1.5,8,39.6
13113010,2023/1/15,20,,0.003,0.011,0.014,,0.029,,,,0.003,2,,SSE,1.2,6.5,41.1
13113010,2023/1/15,21,,0,0.005,0.005,,0.03,,,,0.004,1,,ESE,1.2,5.7,38.5
13113010,2023/1/15,22,,0,0.005,0.005,,0.029,,,,0.001,2,,S,1.3,5.5,39.5
13113010,2023/1/15,23,,0,0.005,0.005,,0.029,,,,0.004,4,,SSE,1,5.3,38.3
13113010,2023/1/15,24,,0,0.005,0.005,,0.029,,,,0.002,3,,ESE,1.5,5,39.8
13113010,2023/1/16,1,,0,0.005,0.005,,0.028,,,,0.005,2,,SE,0.8,4.6,41.9
13113010,2023/1/16,2,,0,0.006,0.006,,0.027,,,,0.005,3,,S,0.9,4.5,42
13113010,2023/1/16,3,,0,0.006,0.006,,0.026,,,,0.004,5,,S,1,3.9,44.1
13113010,2023/1/16,4,,0,0.007,0.007,,0.025,,,,0.001,5,,SSE,0.6,3.7,43.7
13113010,2023/1/16,5,,0,0.006,0.006,,0.026,,,,0.003,2,,SE,0.9,3.5,42.8
13113010,2023/1/16,6,,0,0.007,0.007,,0.025,,,,0.002,4,,SSE,0.9,3.3,44.1
13113010,2023/1/16,7,,0.001,0.009,0.01,,0.023,,,,0.007,4,,SSE,0.8,3.4,46.5
13113010,2023/1/16,8,,0.002,0.014,0.016,,0.02,,,,0.004,4,,SSE,0.9,4,43.3
13113010,2023/1/16,9,,0.005,0.016,0.021,,0.021,,,,0.004,1,,SE,0.8,4.9,40
13113010,2023/1/16,10,,0.011,0.02,0.031,,0.022,,,,0.004,3,,SE,0.9,5.6,38.8
13113010,2023/1/16,11,,0.009,0.02,0.029,,0.023,,,,0.005,6,,S,1.3,5.9,36.6
13113010,2023/1/16,12,,0.011,0.023,0.034,,0.024,,,,0.005,2,,S,0.8,6.4,35
13113010,2023/1/16,13,,0.009,0.018,0.027,,0.027,,,,0.001,5,,SE,1,6.7,35
13113010,2023/1/16,14,,0.004,0.016,0.02,,0.028,,,,0.003,9,,S,0.8,6.7,35.5
13113010,2023/1/16,15,,0.004,0.022,0.026,,0.022,,,,0.01,7,,ENE,0.8,6.7,38.8
13113010,2023/1/16,16,,0.008,0.035,0.043,,0.011,,,,0.011,10,,SW,0.8,7,39.6
13113010,2023/1/16,17,,0.007,0.037,0.044,,0.009,,,,0.009,11,,WSW,1.7,6.8,40.7
13113010,2023/1/16,18,,0.002,0.037,0.039,,0.008,,,,0.01,12,,W,0.9,6.6,43
13113010,2023/1/16,19,,0.002,0.037,0.039,,0.008,,,,0.014,15,,W,1,6.3,45.4
13113010,2023/1/16,20,,0.002,0.035,0.037,,0.009,,,,0.016,17,,W,0.5,6.2,46.3
13113010,2023/1/16,21,,0.002,0.035,0.037,,0.009,,,,0.011,14,,W,0.6,6,48.9
13113010,2023/1/16,22,,0.006,0.043,0.049,,0.003,,,,0.012,12,,W,0.7,5.5,51.3
13113010,2023/1/16,23,,0.02,0.048,0.068,,0.001,,,,0.015,15,,W,1.6,4.9,53.7
13113010,2023/1/16,24,,0.02,0.048,0.068,,0.001,,,,0.011,15,,WSW,0.8,4.4,57.5
13113010,2023/1/17,1,,0.024,0.046,0.07,,0.001,,,,0.012,15,,WSW,0.8,3.9,57.5
13113010,2023/1/17,2,,0.015,0.039,0.054,,0.002,,,,0.011,12,,W,1.5,3.3,53.5
13113010,2023/1/17,3,,0.002,0.03,0.032,,0.005,,,,0.008,10,,S,0.7,3.6,51.5
13113010,2023/1/17,4,,0,0.018,0.018,,0.014,,,,0.009,9,,W,1.2,3.3,50.7
13113010,2023/1/17,5,,0,0.015,0.015,,0.018,,,,0.008,9,,SE,0.9,4.2,49.3
13113010,2023/1/17,6,,0,0.008,0.008,,0.026,,,,0.003,6,,ESE,0.8,4,50
13113010,2023/1/17,7,,0,0.012,0.012,,0.025,,,,0.001,3,,SSE,1,4.5,46.8
13113010,2023/1/17,8,,0.002,0.014,0.016,,0.025,,,,0.003,4,,ESE,0.9,5.3,44.4
13113010,2023/1/17,9,,0.004,0.015,0.019,,0.025,,,,0.001,0,,SE,0.9,6.7,39.8
13113010,2023/1/17,10,,0.01,0.021,0.031,,0.025,,,,0.004,4,,SW,1.9,8,34.3
13113010,2023/1/17,11,,0.009,0.018,0.027,,0.031,,,,0.006,5,,SSE,1.2,9.1,31.7
13113010,2023/1/17,12,,0.009,0.017,0.026,,0.03,,,,0.007,4,,SE,1.1,8.8,31.1
13113010,2023/1/17,13,,0.008,0.016,0.024,,0.032,,,,0.005,8,,SE,1.4,9,28.5
13113010,2023/1/17,14,,0.007,0.014,0.021,,0.033,,,,0.005,5,,SSE,1.3,8.5,28.1
13113010,2023/1/17,15,,0.008,0.017,0.025,,0.032,,,,0.006,8,,S,1.5,7.6,28.1
13113010,2023/1/17,16,,0.007,0.016,0.023,,0.031,,,,0.005,5,,SE,1.2,7,28.1
13113010,2023/1/17,17,,0.004,0.014,0.018,,0.032,,,,0.004,8,,S,1.2,6.1,30.1
13113010,2023/1/17,18,,0.005,0.015,0.02,,0.03,,,,0.005,6,,SSE,1.4,5.1,32.7
13113010,2023/1/17,19,,0.006,0.015,0.021,,0.029,,,,0.006,6,,SSE,1.2,4.5,36.3
13113010,2023/1/17,20,,0.003,0.01,0.013,,0.032,,,,0.005,7,,SSE,1.1,4.2,36.5
13113010,2023/1/17,21,,0,0.006,0.006,,0.034,,,,0.007,6,,SSE,1.2,4.1,36.3
13113010,2023/1/17,22,,0,0.006,0.006,,0.033,,,,0.006,6,,SSW,1,3.8,37.3
13113010,2023/1/17,23,,0,0.006,0.006,,0.033,,,,0.009,6,,ESE,1.1,3.8,38.2
13113010,2023/1/17,24,,0,0.006,0.006,,0.033,,,,0.008,6,,SSE,0.9,3.4,39.9
13113010,2023/1/18,1,,-,-,-,,-,,,,0.008,7,,SSW,1.1,3.4,40.8
13113010,2023/1/18,2,,0,0.004,0.004,,0.034,,,,0.004,5,,SSE,1.1,3.5,40.8
13113010,2023/1/18,3,,0,0.004,0.004,,0.034,,,,0.003,4,,SE,1,3.2,42.2
13113010,2023/1/18,4,,0,0.004,0.004,,0.033,,,,0.008,6,,SE,1.1,2.9,43
13113010,2023/1/18,5,,0,0.005,0.005,,0.032,,,,0.004,4,,SE,1.1,2.7,43.6
13113010,2023/1/18,6,,0,0.007,0.007,,0.03,,,,0.004,5,,SSE,1.1,2.5,45.1
13113010,2023/1/18,7,,0,0.01,0.01,,0.026,,,,0.008,4,,SSE,1.2,2.2,46.6
13113010,2023/1/18,8,,0.001,0.014,0.015,,0.024,,,,0.006,4,,SSE,1.2,3,44.6
13113010,2023/1/18,9,,0.003,0.015,0.018,,0.024,,,,0.006,2,,SE,1,4.6,43
13113010,2023/1/18,10,,0.008,0.018,0.026,,0.026,,,,0.009,7,,SE,1.2,6,41.2
13113010,2023/1/18,11,,0.005,0.012,0.017,,0.033,,,,0.002,6,,SSE,2.2,6.7,38.1
13113010,2023/1/18,12,,0.005,0.012,0.017,,0.034,,,,0.005,7,,S,1,7.7,35.1
13113010,2023/1/18,13,,0.005,0.012,0.017,,0.035,,,,0.008,5,,SSE,1.2,8.4,32.1
13113010,2023/1/18,14,,0.006,0.013,0.019,,0.036,,,,0.008,5,,SSE,1.2,9.2,30.7
13113010,2023/1/18,15,,0.004,0.012,0.016,,0.036,,,,0.005,8,,SE,0.8,8.3,34.1
13113010,2023/1/18,16,,0.004,0.018,0.022,,0.033,,,,0.008,8,,S,1.2,8.1,33.8
13113010,2023/1/18,17,,0.004,0.021,0.025,,0.031,,,,0.008,5,,S,0.8,7.8,32.4
13113010,2023/1/18,18,,0.002,0.023,0.025,,0.026,,,,0.008,9,,ENE,0.7,7.7,36.8
13113010,2023/1/18,19,,0.001,0.017,0.018,,0.03,,,,0.008,9,,ENE,1.2,7.7,35.7
13113010,2023/1/18,20,,0.001,0.021,0.022,,0.026,,,,0.014,13,,ENE,1.1,7.4,42.9
13113010,2023/1/18,21,,0.001,0.022,0.023,,0.024,,,,0.013,13,,ENE,1.4,7.2,41.5
13113010,2023/1/18,22,,0.001,0.018,0.019,,0.027,,,,0.01,10,,ENE,1.3,7.2,42.7
13113010,2023/1/18,23,,0.001,0.023,0.024,,0.021,,,,0.014,13,,WSW,0.8,5.8,49.4
13113010,2023/1/18,24,,0.012,0.052,0.064,,0.001,,,,0.02,21,,W,1.1,4.7,51.6
13113010,2023/1/19,1,,0.016,0.049,0.065,,0.001,,,,0.019,19,,W,1.5,4.5,53.8
13113010,2023/1/19,2,,0.007,0.043,0.05,,0.002,,,,0.013,14,,WSW,0.8,4.2,51.7
13113010,2023/1/19,3,,0.001,0.028,0.029,,0.009,,,,0.028,27,,SW,0.8,3.4,51.3
13113010,2023/1/19,4,,0,0.024,0.024,,0.01,,,,0.018,22,,S,0.7,2.8,52
13113010,2023/1/19,5,,0,0.02,0.02,,0.013,,,,0.015,16,,S,1.1,2.9,51.9
13113010,2023/1/19,6,,0,0.015,0.015,,0.019,,,,0.015,16,,S,0.9,3.1,50.5
13113010,2023/1/19,7,,0,0.016,0.016,,0.018,,,,0.016,13,,S,1,3.2,49.3
13113010,2023/1/19,8,,0.001,0.017,0.018,,0.018,,,,0.009,13,,S,0.8,3.4,48.4
13113010,2023/1/19,9,,0.003,0.016,0.019,,0.021,,,,0.011,9,,S,0.9,4.7,44.5
13113010,2023/1/19,10,,0.011,0.022,0.033,,0.02,,,,0.011,12,,WSW,1.3,6.2,41.2
13113010,2023/1/19,11,,0.011,0.022,0.033,,0.023,,,,0.014,17,,WSW,1.1,7.5,41.2
13113010,2023/1/19,12,,0.009,0.022,0.031,,0.024,,,,0.015,16,,SSE,0.8,7.5,41.6
13113010,2023/1/19,13,,0.006,0.021,0.027,,0.027,,,,0.014,17,,SSE,0.5,8.6,41.3
13113010,2023/1/19,14,,0.006,0.028,0.034,,0.024,,,,0.018,18,,SSW,0.6,8.6,42.4
13113010,2023/1/19,15,,0.004,0.025,0.029,,0.026,,,,0.012,19,,SE,0.6,8.9,44.7
13113010,2023/1/19,16,,0.002,0.025,0.027,,0.026,,,,0.02,22,,SE,0.7,9.1,46.7
13113010,2023/1/19,17,,0.004,0.032,0.036,,0.022,,,,0.02,22,,SSE,0.8,8.7,47
13113010,2023/1/19,18,,0.007,0.033,0.04,,0.02,,,,0.02,20,,S,0.9,8.7,48
13113010,2023/1/19,19,,0.005,0.029,0.034,,0.02,,,,0.02,21,,S,1,8.5,48.6
13113010,2023/1/19,20,,0.001,0.028,0.029,,0.019,,,,0.024,26,,S,0.6,8.5,52.8
13113010,2023/1/19,21,,0,0.026,0.026,,0.021,,,,0.025,29,,SW,0.8,7.8,60.3
13113010,2023/1/19,22,,0,0.022,0.022,,0.023,,,,0.025,29,,SSE,0.8,7.4,66
13113010,2023/1/19,23,,0,0.016,0.016,,0.027,,,,0.027,30,,SSW,0.7,6.8,73.3
13113010,2023/1/19,24,,0,0.013,0.013,,0.029,,,,0.017,22,,SE,0.4,7.2,68.3
13113010,2023/1/20,1,,0,0.014,0.014,,0.027,,,,0.012,23,,S,0.5,7.1,64.5
13113010,2023/1/20,2,,0,0.014,0.014,,0.024,,,,0.021,22,,CALM,0.2,6.8,60.7
13113010,2023/1/20,3,,0,0.015,0.015,,0.023,,,,0.019,20,,S,1,6.8,56.5
13113010,2023/1/20,4,,0,0.017,0.017,,0.021,,,,0.02,19,,W,0.6,6.8,53.7
13113010,2023/1/20,5,,0,0.019,0.019,,0.016,,,,0.017,21,,WSW,0.9,6.4,56.1
13113010,2023/1/20,6,,0,0.02,0.02,,0.017,,,,0.016,15,,CALM,0.2,7.4,51.6
13113010,2023/1/20,7,,0.002,0.029,0.031,,0.009,,,,0.018,17,,ESE,0.6,7.2,57.7
13113010,2023/1/20,8,,0.01,0.04,0.05,,0.004,,,,0.015,21,,NNE,0.9,7.4,64.4
13113010,2023/1/20,9,,0.037,0.044,0.081,,0.003,,,,0.022,25,,SSE,0.5,8,68.9
13113010,2023/1/20,10,,0.066,0.053,0.119,,0.006,,,,0.026,20,,W,1.5,9.8,65
13113010,2023/1/20,11,,0.057,0.054,0.111,,0.01,,,,0.021,23,,SSW,0.7,11.5,59.2
13113010,2023/1/20,12,,0.04,0.05,0.09,,0.014,,,,0.022,24,,SSW,0.9,12.3,57.9
13113010,2023/1/20,13,,0.031,0.047,0.078,,0.016,,,,0.02,22,,WSW,1,13,55.3
13113010,2023/1/20,14,,0.034,0.054,0.088,,0.013,,,,0.026,27,,ESE,1.1,13.2,54.3
13113010,2023/1/20,15,,0.047,0.061,0.108,,0.007,,,,0.029,37,,SE,1.1,13.1,54.9
13113010,2023/1/20,16,,0.037,0.062,0.099,,0.005,,,,0.029,30,,E,0.9,13.1,55.6
13113010,2023/1/20,17,,0.021,0.062,0.083,,0.004,,,,0.022,25,,E,0.8,12.9,58.4
13113010,2023/1/20,18,,0.017,0.068,0.085,,0.002,,,,0.018,22,,ESE,1.6,12.7,60.8
13113010,2023/1/20,19,,0.008,0.049,0.057,,0.014,,,,0.016,19,,WSW,0.5,12.6,63.5
13113010,2023/1/20,20,,0.01,0.051,0.061,,0.01,,,,0.023,30,,SSE,0.9,10.7,80.1
13113010,2023/1/20,21,,0,0.016,0.016,,0.029,,,,0.014,15,,S,1.6,9.8,88.3
13113010,2023/1/20,22,,0,0.012,0.012,,0.033,,,,0.009,6,,SSE,1.1,9.8,86.6
13113010,2023/1/20,23,,0,0.014,0.014,,0.029,,,,0.008,9,,SSE,1,9.2,87.2
13113010,2023/1/20,24,,0,0.011,0.011,,0.029,,,,0.009,12,,SSE,1.1,8.3,83.7
13113010,2023/1/21,1,,0,0.011,0.011,,0.031,,,,0.013,10,,S,0.4,8.6,79.3
13113010,2023/1/21,2,,0,0.01,0.01,,0.033,,,,0.008,12,,SSE,0.7,8.5,76.4
13113010,2023/1/21,3,,0,0.01,0.01,,0.031,,,,0.01,11,,SE,0.4,8.8,75.4
13113010,2023/1/21,4,,0,0.01,0.01,,0.03,,,,0.014,13,,SSE,0.9,8,80.1
13113010,2023/1/21,5,,0,0.009,0.009,,0.031,,,,0.013,14,,SSE,0.4,8.2,80.8
13113010,2023/1/21,6,,0,0.012,0.012,,0.028,,,,0.012,14,,S,1.1,8.2,80.2
13113010,2023/1/21,7,,0,0.017,0.017,,0.023,,,,0.012,15,,SE,0.7,8.2,77.5
13113010,2023/1/21,8,,0.002,0.022,0.024,,0.015,,,,0.014,17,,SSE,0.8,8.6,74.6
13113010,2023/1/21,9,,0.006,0.026,0.032,,0.014,,,,0.012,16,,S,1.2,9,70.2
13113010,2023/1/21,10,,0.014,0.029,0.043,,0.018,,,,0.011,10,,SE,1.2,10.4,62.1
13113010,2023/1/21,11,,0.012,0.028,0.04,,0.022,,,,0.007,11,,SSE,0.9,10.3,60.3
13113010,2023/1/21,12,,0.011,0.025,0.036,,0.027,,,,0.01,9,,SE,0.9,10.9,59.3
13113010,2023/1/21,13,,0.007,0.02,0.027,,0.032,,,,0.014,7,,SSE,1.2,12.1,54.8
13113010,2023/1/21,14,,0.006,0.018,0.024,,0.036,,,,0.011,11,,SE,1.1,12.8,51.6
13113010,2023/1/21,15,,0.005,0.019,0.024,,0.037,,,,0.01,11,,SE,0.9,12.3,50.9
13113010,2023/1/21,16,,0.006,0.027,0.033,,0.032,,,,0.009,8,,SSW,1,12,52
13113010,2023/1/21,17,,0.007,0.03,0.037,,0.031,,,,0.012,7,,S,1.3,11.3,53.7
13113010,2023/1/21,18,,0.008,0.035,0.043,,0.027,,,,0.012,10,,S,1.2,10.8,56.9
13113010,2023/1/21,19,,0.008,0.03,0.038,,0.029,,,,0.008,9,,S,1.4,10.3,58
13113010,2023/1/21,20,,0.004,0.02,0.024,,0.031,,,,0.015,11,,S,1.4,9.5,61.6
13113010,2023/1/21,21,,0,0.014,0.014,,0.03,,,,0.012,12,,S,0.8,8.9,67.3
13113010,2023/1/21,22,,0,0.013,0.013,,0.031,,,,0.011,12,,S,0.7,8.8,67
13113010,2023/1/21,23,,0,0.013,0.013,,0.031,,,,0.01,12,,SE,0.4,8.7,61.5
13113010,2023/1/21,24,,0.001,0.012,0.013,,0.033,,,,0.01,11,,SSE,0.8,8.2,52.1
13113010,2023/1/22,1,,0,0.01,0.01,,0.036,,,,0.009,9,,SSE,0.7,7.4,50.3
