測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/9/30,13,,0.004,0.013,0.017,,0.054,,,,0.012,8,,ESE,1.1,27.5,44.4
13113010,2023/9/30,14,,0.004,0.019,0.023,,0.053,,,,0.014,9,,ENE,1.9,26.6,51.9
13113010,2023/9/30,15,,0.002,0.009,0.011,,0.059,,,,0.013,10,,E,1.4,27.7,49.9
13113010,2023/9/30,16,,0.001,0.009,0.01,,0.061,,,,0.016,12,,ENE,1.9,26.3,54.1
13113010,2023/9/30,17,,0.001,0.009,0.01,,0.052,,,,0.017,8,,NE,1.3,25.9,61.5
13113010,2023/9/30,18,,0,0.009,0.009,,0.044,,,,0.015,8,,ENE,2.1,25.2,65.7
13113010,2023/9/30,19,,0.001,0.012,0.013,,0.04,,,,0.015,10,,ENE,1.2,24.4,74.7
13113010,2023/9/30,20,,0,0.007,0.007,,0.043,,,,0.012,6,,ENE,1.6,24.4,70.4
13113010,2023/9/30,21,,0,0.008,0.008,,0.039,,,,0.014,10,,E,1.3,24.2,71.7
13113010,2023/9/30,22,,0,0.009,0.009,,0.039,,,,0.013,8,,ENE,2.4,24,72.1
13113010,2023/9/30,23,,0,0.01,0.01,,0.037,,,,0.012,7,,ENE,1.7,24.1,71.1
13113010,2023/9/30,24,,0,0.011,0.011,,0.034,,,,0.011,7,,ENE,1.9,24.1,70.8
13113010,2023/10/1,1,,0,0.011,0.011,,0.035,,,,0.013,7,,ENE,0.8,24.2,70
13113010,2023/10/1,2,,0,0.01,0.01,,0.037,,,,0.011,6,,SSE,0.5,24.2,69.9
13113010,2023/10/1,3,,0,0.008,0.008,,0.037,,,,0.013,9,,S,0.9,23.9,71.1
13113010,2023/10/1,4,,0,0.007,0.007,,0.033,,,,0.011,9,,SSE,0.6,23.4,74.7
13113010,2023/10/1,5,,0,0.007,0.007,,0.032,,,,0.015,9,,CALM,0.2,22.3,85.7
13113010,2023/10/1,6,,0,0.006,0.006,,0.037,,,,0.012,5,,ESE,0.7,22.7,79.6
13113010,2023/10/1,7,,0,0.006,0.006,,0.039,,,,0.009,7,,SE,0.5,22,82.1
13113010,2023/10/1,8,,0,0.009,0.009,,0.038,,,,0.007,5,,SW,0.4,21.8,84.7
13113010,2023/10/1,9,,0.002,0.017,0.019,,0.029,,,,0.013,7,,S,0.3,21.6,86.7
13113010,2023/10/1,10,,0.01,0.032,0.042,,0.021,,,,0.015,9,,W,1.1,21.5,93.7
13113010,2023/10/1,11,,0.011,0.034,0.045,,0.016,,,,0.012,6,,W,2,21.1,93.3
13113010,2023/10/1,12,,0.011,0.033,0.044,,0.021,,,,0.01,6,,SW,0.8,21,89.7
13113010,2023/10/1,13,,0.007,0.026,0.033,,0.028,,,,0.009,7,,SSE,0.5,21.1,87.5
13113010,2023/10/1,14,,0.008,0.028,0.036,,0.03,,,,0.011,5,,WSW,1.1,21.4,86.4
13113010,2023/10/1,15,,0.01,0.035,0.045,,0.027,,,,0.011,7,,WSW,1.4,21.5,86.4
13113010,2023/10/1,16,,0.007,0.03,0.037,,0.028,,,,0.013,6,,W,1.3,21.1,89.2
13113010,2023/10/1,17,,0.004,0.023,0.027,,0.031,,,,0.01,6,,SSW,0.9,21,89.3
13113010,2023/10/1,18,,0.004,0.02,0.024,,0.03,,,,0.009,6,,S,1.1,20.5,91.5
13113010,2023/10/1,19,,0.006,0.024,0.03,,0.025,,,,0.011,6,,S,0.4,20.6,91.4
13113010,2023/10/1,20,,0.001,0.012,0.013,,0.031,,,,0.013,6,,S,0.4,20.6,90
13113010,2023/10/1,21,,0,0.008,0.008,,0.036,,,,0.009,5,,W,1.8,20.5,86.9
13113010,2023/10/1,22,,0,0.01,0.01,,0.033,,,,0.007,6,,CALM,0.1,20.6,85.9
13113010,2023/10/1,23,,0,0.012,0.012,,0.029,,,,0.011,6,,SW,0.5,20.6,86.8
13113010,2023/10/1,24,,0,0.011,0.011,,0.028,,,,0.013,6,,SSW,0.3,20.4,89
13113010,2023/10/2,1,,0,0.01,0.01,,0.027,,,,0.011,6,,CALM,0.2,20.4,87.7
13113010,2023/10/2,2,,0,0.011,0.011,,0.025,,,,0.012,7,,W,0.4,19.9,90.1
13113010,2023/10/2,3,,0,0.012,0.012,,0.017,,,,0.017,12,,WSW,0.6,19.5,94.2
13113010,2023/10/2,4,,0.001,0.014,0.015,,0.01,,,,0.021,17,,W,0.8,19.4,94.2
13113010,2023/10/2,5,,0.001,0.011,0.012,,0.009,,,,0.007,5,,SW,0.8,19.2,88.7
13113010,2023/10/2,6,,0.001,0.009,0.01,,0.007,,,,0.009,4,,WSW,0.5,19.2,89.4
13113010,2023/10/2,7,,0.005,0.012,0.017,,0.006,,,,0.008,3,,SSW,0.6,20.1,86.8
13113010,2023/10/2,8,,0.008,0.012,0.02,,0.009,,,,0.01,5,,SE,0.5,21.5,80.2
13113010,2023/10/2,9,,0.015,0.019,0.034,,0.011,,,,0.012,11,,SE,1.2,22.5,76.3
13113010,2023/10/2,10,,-,-,-,,-,,,,-,-,,S,1,25.1,57.8
13113010,2023/10/2,11,,0.009,0.018,0.027,,0.026,,,,0.008,10,,WSW,1.6,24.9,52.5
13113010,2023/10/2,12,,0.007,0.016,0.023,,0.031,,,,0.011,7,,SSW,0.7,26,55.6
13113010,2023/10/2,13,,0.005,0.015,0.02,,0.043,,,,0.012,10,,S,0.9,27,48.4
13113010,2023/10/2,14,,0.005,0.018,0.023,,0.048,,,,0.009,10,,S,1,27.6,43.7
13113010,2023/10/2,15,,0.004,0.018,0.022,,0.051,,,,0.009,8,,ENE,1.2,27.3,42.2
13113010,2023/10/2,16,,0.002,0.015,0.017,,0.05,,,,0.011,8,,ENE,1.6,26.7,42.2
13113010,2023/10/2,17,,0,0.017,0.017,,0.055,,,,0.014,8,,ESE,1.2,26.3,49.7
13113010,2023/10/2,18,,0,0.022,0.022,,0.067,,,,0.021,13,,ENE,1.8,25.9,55.2
13113010,2023/10/2,19,,0,0.035,0.035,,0.058,,,,0.021,14,,NE,1.3,25.4,58.4
13113010,2023/10/2,20,,0,0.025,0.025,,0.031,,,,0.013,10,,NNE,0.6,25,52.7
13113010,2023/10/2,21,,0,0.025,0.025,,0.037,,,,0.026,15,,NE,1.6,24.5,65.5
13113010,2023/10/2,22,,0,0.028,0.028,,0.044,,,,0.027,19,,W,0.7,24,70.1
13113010,2023/10/2,23,,0,0.018,0.018,,0.054,,,,0.021,14,,W,0.6,23.5,71.1
13113010,2023/10/2,24,,0,0.024,0.024,,0.035,,,,0.022,13,,W,0.5,23,72.4
13113010,2023/10/3,1,,-,-,-,,-,,,,0.023,13,,CALM,0.2,23,72.3
13113010,2023/10/3,2,,0.001,0.029,0.03,,0.007,,,,0.017,11,,SW,0.5,22.3,72.3
13113010,2023/10/3,3,,0.001,0.023,0.024,,0.005,,,,0.016,10,,W,0.6,22,74.8
13113010,2023/10/3,4,,0.001,0.02,0.021,,0.007,,,,0.016,10,,S,0.4,21.3,78.9
13113010,2023/10/3,5,,0,0.014,0.014,,0.013,,,,0.015,9,,SSE,0.4,20.7,79.5
13113010,2023/10/3,6,,0.002,0.019,0.021,,0.007,,,,0.018,8,,S,0.6,20.4,77.2
13113010,2023/10/3,7,,0.003,0.014,0.017,,0.01,,,,0.01,6,,S,0.8,20.8,72.9
13113010,2023/10/3,8,,0.007,0.015,0.022,,0.011,,,,0.01,6,,SSE,1,22.9,67
13113010,2023/10/3,9,,0.005,0.014,0.019,,0.023,,,,0.01,11,,S,0.8,23.5,62.1
13113010,2023/10/3,10,,0.009,0.02,0.029,,0.029,,,,0.008,8,,SE,1.2,25.4,54.5
13113010,2023/10/3,11,,0.009,0.025,0.034,,0.031,,,,0.011,11,,S,1,25.3,53
13113010,2023/10/3,12,,0.013,0.036,0.049,,0.029,,,,0.011,9,,S,0.9,25.3,53
13113010,2023/10/3,13,,0.008,0.029,0.037,,0.039,,,,0.011,12,,SSE,0.8,25.6,51.7
13113010,2023/10/3,14,,0.007,0.025,0.032,,0.043,,,,0.017,11,,SSW,0.7,25.9,54.3
13113010,2023/10/3,15,,0.005,0.027,0.032,,0.043,,,,0.018,13,,SSW,0.9,25.8,53.9
13113010,2023/10/3,16,,0.004,0.028,0.032,,0.044,,,,0.017,12,,S,1.1,25.8,54.6
13113010,2023/10/3,17,,0.002,0.021,0.023,,0.047,,,,0.019,14,,SE,0.9,25.4,60.6
13113010,2023/10/3,18,,0,0.014,0.014,,0.044,,,,0.016,12,,NNE,0.9,24.1,71.1
13113010,2023/10/3,19,,0,0.013,0.013,,0.04,,,,0.012,8,,ESE,1.8,24.3,61.1
13113010,2023/10/3,20,,0,0.012,0.012,,0.036,,,,0.017,12,,SE,0.8,24.2,66
13113010,2023/10/3,21,,0,0.013,0.013,,0.036,,,,0.015,12,,WSW,0.4,23.9,65.6
13113010,2023/10/3,22,,0,0.015,0.015,,0.033,,,,0.015,12,,SSW,0.4,23.8,66.9
13113010,2023/10/3,23,,0.001,0.016,0.017,,0.031,,,,0.015,9,,SSE,0.3,23.5,69.6
13113010,2023/10/3,24,,0,0.012,0.012,,0.034,,,,0.014,9,,SSW,0.6,23.3,70.3
13113010,2023/10/4,1,,0,0.01,0.01,,0.033,,,,0.017,9,,S,0.5,23,71.4
13113010,2023/10/4,2,,0,0.012,0.012,,0.029,,,,0.017,11,,S,0.8,22.8,73.5
13113010,2023/10/4,3,,0,0.011,0.011,,0.03,,,,0.015,11,,S,0.5,22.2,77
13113010,2023/10/4,4,,0,0.012,0.012,,0.026,,,,0.015,11,,SSE,0.6,21.9,75.9
13113010,2023/10/4,5,,0,0.013,0.013,,0.025,,,,0.017,11,,S,0.6,21.9,74.9
13113010,2023/10/4,6,,0,0.018,0.018,,0.016,,,,0.016,12,,SSE,0.6,21.5,77.6
13113010,2023/10/4,7,,0.002,0.016,0.018,,0.017,,,,0.019,10,,S,0.6,22.2,77
13113010,2023/10/4,8,,0.002,0.013,0.015,,0.023,,,,0.017,12,,SSE,0.9,22.4,75.6
13113010,2023/10/4,9,,0.003,0.013,0.016,,0.028,,,,0.017,12,,SSE,1,23.3,72.7
13113010,2023/10/4,10,,0.005,0.019,0.024,,0.028,,,,0.016,12,,S,1.2,24.1,71.3
13113010,2023/10/4,11,,0.005,0.021,0.026,,0.03,,,,0.02,11,,SSW,0.6,24.4,72.6
13113010,2023/10/4,12,,0.003,0.018,0.021,,0.032,,,,0.021,14,,ENE,1.8,22.2,84.3
13113010,2023/10/4,13,,0.002,0.017,0.019,,0.032,,,,0.015,7,,S,0.8,22.7,85.5
13113010,2023/10/4,14,,0.003,0.018,0.021,,0.032,,,,0.011,6,,ESE,0.6,22.1,85.5
13113010,2023/10/4,15,,0.003,0.021,0.024,,0.031,,,,0.015,7,,WSW,0.6,21.8,91.3
13113010,2023/10/4,16,,0.004,0.025,0.029,,0.028,,,,0.011,6,,W,1.6,21.6,90.4
13113010,2023/10/4,17,,0.005,0.026,0.031,,0.028,,,,0.012,6,,W,0.9,21.2,92.6
13113010,2023/10/4,18,,0.004,0.027,0.031,,0.027,,,,0.012,6,,W,1.5,21.3,95.2
13113010,2023/10/4,19,,0.001,0.013,0.014,,0.032,,,,0.011,6,,WSW,0.7,21.3,93.4
13113010,2023/10/4,20,,0,0.013,0.013,,0.03,,,,0.012,7,,CALM,0.1,21.6,94.5
13113010,2023/10/4,21,,0,0.015,0.015,,0.026,,,,0.015,8,,SSW,0.8,21.5,93.3
13113010,2023/10/4,22,,0,0.011,0.011,,0.03,,,,0.014,7,,WSW,0.6,21.4,94.7
13113010,2023/10/4,23,,0,0.011,0.011,,0.028,,,,0.013,8,,S,0.5,21.1,96.2
13113010,2023/10/4,24,,0,0.011,0.011,,0.024,,,,0.014,9,,SSE,0.3,21,96.5
13113010,2023/10/5,1,,0,0.009,0.009,,0.024,,,,0.012,8,,S,0.7,20.9,97.2
13113010,2023/10/5,2,,0,0.005,0.005,,0.029,,,,0.012,7,,S,0.4,20.9,96
13113010,2023/10/5,3,,0,0.008,0.008,,0.026,,,,0.011,7,,S,0.5,20.7,94.9
13113010,2023/10/5,4,,0,0.005,0.005,,0.029,,,,0.007,7,,SSW,0.6,20.8,94.7
13113010,2023/10/5,5,,0,0.004,0.004,,0.03,,,,0.011,6,,S,0.6,20.7,93.9
13113010,2023/10/5,6,,0,0.006,0.006,,0.028,,,,0.011,6,,S,0.5,20.6,94.4
13113010,2023/10/5,7,,0,0.005,0.005,,0.028,,,,0.007,5,,SSE,0.3,21.7,92.4
13113010,2023/10/5,8,,0.001,0.009,0.01,,0.026,,,,0.015,6,,SSE,0.5,22.2,90.8
13113010,2023/10/5,9,,0.002,0.008,0.01,,0.025,,,,0.018,10,,SE,0.7,22.6,89.3
13113010,2023/10/5,10,,0.005,0.011,0.016,,0.026,,,,0.016,11,,WSW,1.2,23.4,84
13113010,2023/10/5,11,,0.006,0.015,0.021,,0.031,,,,0.018,13,,WSW,1.1,24.5,78.7
13113010,2023/10/5,12,,0.004,0.014,0.018,,0.043,,,,0.019,15,,SSE,0.8,26.5,71.1
13113010,2023/10/5,13,,0.001,0.008,0.009,,0.063,,,,0.02,15,,W,0.9,28.2,64.8
13113010,2023/10/5,14,,0.001,0.014,0.015,,0.067,,,,0.019,13,,W,1.5,27.7,63.6
13113010,2023/10/5,15,,0,0.006,0.006,,0.064,,,,0.012,10,,WSW,1.4,27.3,66.3
13113010,2023/10/5,16,,0,0.01,0.01,,0.057,,,,0.014,8,,W,1.3,27.8,65
13113010,2023/10/5,17,,0,0.008,0.008,,0.049,,,,0.011,6,,W,1.6,27.2,68.9
13113010,2023/10/5,18,,0,0.007,0.007,,0.045,,,,0.008,5,,W,0.9,26.5,71
13113010,2023/10/5,19,,0,0.005,0.005,,0.044,,,,0.01,5,,W,1.7,26.3,73.8
13113010,2023/10/5,20,,0,0.005,0.005,,0.046,,,,0.011,5,,WNW,1,25.9,78.5
13113010,2023/10/5,21,,0,0.007,0.007,,0.043,,,,0.014,6,,W,1.3,25.8,83
13113010,2023/10/5,22,,0,0.008,0.008,,0.041,,,,0.013,5,,W,1.5,25.3,84.5
13113010,2023/10/5,23,,0,0.006,0.006,,0.044,,,,0.007,4,,WSW,1.8,25.1,84.7
13113010,2023/10/5,24,,0,0.004,0.004,,0.046,,,,0.006,4,,WSW,1.4,25.2,84.6
13113010,2023/10/6,1,,0,0.002,0.002,,0.047,,,,0.009,4,,SW,1,24.9,85.9
13113010,2023/10/6,2,,0,0.003,0.003,,0.044,,,,0.01,4,,W,0.7,24.7,86.8
13113010,2023/10/6,3,,0,0.004,0.004,,0.034,,,,0.007,5,,SW,0.5,24.3,84.8
13113010,2023/10/6,4,,0,0.006,0.006,,0.022,,,,0.015,9,,S,0.4,23.5,87.3
